Animation,Adventure,Comedy,200.81
Action,Adventure,Sci-Fi,281.67
Adventure,Comedy,,58.88
Action,Thriller,,145
Comedy,Music,,183.44
Animation,Adventure,Comedy,268.49
Crime,Drama,Thriller,
Action,Adventure,Crime,21.2
Comedy,Drama,Horror,1.82
Drama,,,
Drama,Mystery,Romance,50.92
Adventure,Family,Fantasy,294.98
Drama,,,4
Action,Drama,Thriller,40.25
Drama,,,0.04
Action,Horror,Romance,10.91
Action,Drama,Fantasy,106.37
Action,Crime,Drama,62.4
Drama,Fantasy,Romance,127.49
Action,Crime,Thriller,13.75
Action,Mystery,Thriller,227.14
Horror,Mystery,Thriller,
Action,Horror,Sci-Fi,79
Comedy,Drama,,6.52
Comedy,,,28.84
Action,Adventure,Horror,202.35
Action,Adventure,Thriller,209.36
Action,Crime,Drama,
Comedy,Crime,Drama,0.03
Drama,Romance,,37.43
Drama,Thriller,,19
Action,Comedy,Crime,28.75
Comedy,,,
Adventure,Family,Fantasy,234.9
Drama,Romance,,38.32
Animation,Family,Fantasy,75.28
Drama,Romance,,9.7
Thriller,,,
Adventure,Horror,Mystery,46.98
Action,Sci-Fi,,13.4
Adventure,Comedy,Drama,5.2
Animation,Action,Adventure,222.49
Drama,Horror,,35.27
Action,Adventure,Sci-Fi,312.06
Comedy,Drama,,1.82
Action,Horror,Mystery,10.33
Action,Thriller,,98.9
Action,Adventure,Sci-Fi,55.09
Drama,,,0.61
Comedy,Drama,Romance,163.95
Comedy,Crime,,90.35
Comedy,Romance,,103.03
Drama,Romance,,22.88
Crime,Drama,Thriller,92.17
Horror,Mystery,Thriller,35.79
Biography,Drama,,4.07
Drama,Mystery,Sci-Fi,
Adventure,Comedy,Family,80.02
Action,Adventure,Crime,186.83
Action,Crime,Mystery,118.31
Mystery,Thriller,,1.01
Action,Sci-Fi,Thriller,115.65
Action,Comedy,Crime,119.22
Biography,Crime,Drama,130.13
Biography,Drama,History,15.96
Action,Adventure,Sci-Fi,166.11
Adventure,Family,Fantasy,301.96
Biography,Drama,History,136.02
Biography,Comedy,Drama,15.79
Drama,Thriller,,11.28
Horror,Thriller,,
Drama,,,
Drama,War,,
Comedy,Drama,Romance,62.88
Drama,Romance,Sci-Fi,45.09
Action,Crime,Drama,12.63
Comedy,Drama,,
Animation,Action,Adventure,107.51
Adventure,Comedy,Drama,45.51
Comedy,Drama,Family,118.82
Drama,Romance,Thriller,71.35
Comedy,Crime,Drama,53.85
Animation,Comedy,Family,206.44
Drama,Horror,Sci-Fi,0.02
Action,Adventure,Drama,94.82
Action,Horror,Sci-Fi,80.03
Action,Crime,Sport,28.77
Drama,Horror,Sci-Fi,2.61
Drama,Horror,Sci-Fi,256.39
Action,Adventure,Comedy,179.02
Mystery,Sci-Fi,Thriller,126.98
Crime,Drama,Thriller,73.34
Animation,Adventure,Comedy,292.98
Action,Sci-Fi,Thriller,81.69
Drama,Romance,,0.25
Crime,Drama,Thriller,
Comedy,Drama,Music,2.7
Drama,Fantasy,Romance,
Crime,Drama,Thriller,
Crime,Drama,Thriller,47.31
Comedy,Drama,Romance,32.39
Comedy,Romance,,8.83
Drama,Sci-Fi,Thriller,274.08
Drama,War,,9.03
Action,Crime,Drama,46.98
Sci-Fi,Thriller,,64.51
Adventure,Drama,Horror,66.01
Comedy,Drama,Music,
Comedy,Drama,Romance,58.4
Action,Adventure,Drama,65.01
Action,Crime,Drama,31.57
Adventure,Fantasy,,258.36
Drama,Romance,,0.05
Biography,History,Thriller,2.96
Crime,Drama,Thriller,16.97
Action,Drama,History,23.05
Biography,Comedy,Drama,
Crime,Drama,Thriller,0.06
Action,Biography,Drama,93.05
Action,Drama,Sci-Fi,
Adventure,Horror,,7.19
Action,Adventure,Sci-Fi,200.66
Action,Adventure,Mystery,113.17
Comedy,Drama,Romance,7.46
Horror,Thriller,,64.03
Action,Sci-Fi,Thriller,
Action,Sci-Fi,Thriller,126.55
Biography,Drama,,1.08
Action,Crime,Drama,43.57
Action,Crime,Mystery,58.68
Action,Adventure,Comedy,0.54
Crime,Drama,Thriller,
Crime,Drama,,
Mystery,Thriller,,15.52
Mystery,Sci-Fi,Thriller,79.24
Action,Mystery,Sci-Fi,
Drama,Romance,,53.68
Drama,Thriller,,
Drama,Mystery,Sci-Fi,3.71
Comedy,Drama,,4.42
Adventure,Family,Fantasy,334.19
Biography,Drama,Sport,0.11
Drama,,,
Comedy,Drama,Romance,118.68
Biography,Drama,Romance,7.7
Action,Adventure,Sci-Fi,56.11
Drama,Sci-Fi,Thriller,
Drama,Romance,Thriller,
Mystery,Thriller,,35.39
Mystery,Thriller,,43.77
Action,Drama,Fantasy,55.94
Action,Adventure,Biography,24.99
Adventure,Comedy,Sci-Fi,0.44
Action,Adventure,Thriller,102.98
Fantasy,Horror,,54.24
Horror,Mystery,,48.06
Animation,Adventure,Comedy,189.41
Action,Adventure,Drama,155.11
Adventure,Family,Fantasy,34.96
Action,Adventure,Sci-Fi,352.36
Comedy,Drama,,143.49
Comedy,Drama,,4.2
Crime,Drama,Thriller,41.01
Comedy,Romance,,83.91
Animation,Comedy,Family,127.71
Comedy,Drama,,75.27
Comedy,Drama,,59.89
Biography,Drama,Sport,4.85
Action,Adventure,Fantasy,163.19
Action,Drama,History,27.55
Action,Adventure,Sci-Fi,172.05
Action,Adventure,Mystery,424.65
Crime,Drama,Mystery,0.58
Action,,,131.56
Action,Adventure,Family,
Comedy,Romance,,38.54
Comedy,Drama,Romance,41.1
Biography,Drama,Sport,75.61
Action,Fantasy,Thriller,115.8
Biography,Drama,Sport,115.6
Action,Drama,Fantasy,83.5
Adventure,Sci-Fi,Thriller,3.68
Animation,Adventure,Comedy,237.28
Drama,Mystery,Thriller,10.1
Drama,Romance,,0.32
Crime,Drama,Mystery,10.72
Comedy,Romance,Sport,2.34
Comedy,Family,,150.32
Drama,Horror,Mystery,12.13
Action,Drama,Sport,24.85
Action,Adventure,Comedy,6.86
Drama,Mystery,Sci-Fi,5.01
Animation,Action,Comedy,148.34
Action,Crime,Drama,46
Action,Crime,Drama,93.95
Comedy,Drama,Romance,
Animation,Action,Adventure,143.52
Crime,Drama,,6.53
Drama,,,
Drama,,,
Comedy,Crime,,117.53
Drama,,,3.49
Action,Adventure,Fantasy,75.75
Drama,Fantasy,Romance,19.45
Comedy,Drama,,1.48
Drama,Fantasy,Thriller,43.98
Biography,Crime,Drama,3.9
Comedy,Drama,Romance,24.48
Action,Crime,Drama,0.04
Sci-Fi,,,20.76
Action,Biography,Drama,
Action,Comedy,Romance,0.03
Adventure,Comedy,Drama,58.23
Comedy,Crime,Drama,17.47
Action,Fantasy,Horror,62.32
Drama,Horror,,0.4
Horror,,,65
Action,Thriller,,89.25
Action,Adventure,Mystery,58.88
Action,Adventure,Fantasy,234.36
Comedy,Drama,Romance,
Crime,Drama,Mystery,
Adventure,Comedy,Family,113.73
Comedy,Drama,Romance,32.36
Comedy,,,6.11
Comedy,Drama,Horror,2.2
Drama,Horror,Thriller,
Animation,Adventure,Family,223.81
Comedy,Romance,,148.73
Mystery,Romance,Sci-Fi,54.7
Crime,Drama,,37.4
Drama,Horror,Mystery,31.54
Comedy,,,56.72
Biography,Drama,,162.59
Comedy,Drama,Thriller,3.08
Comedy,Western,,
Drama,History,War,0.86
Drama,Horror,Sci-Fi,
Drama,,,148.09
Comedy,Drama,,13.65
Fantasy,Horror,Thriller,
Drama,Romance,,0.03
Action,Comedy,Fantasy,7.79
Drama,Horror,Musical,52.88
Crime,Drama,Mystery,
Horror,Mystery,Thriller,53.99
Comedy,Music,,9.39
Drama,,,
Biography,Crime,Drama,97.03
Drama,,,25.36
Action,Adventure,Comedy,190.87
Crime,Drama,Mystery,17.11
Drama,,,0.03
Action,Comedy,Crime,87.34
Comedy,Drama,Romance,0.02
Crime,Drama,Mystery,20.3
Action,Comedy,Crime,159.58
Drama,,,0.28
Drama,Romance,,12.8
Crime,Drama,Mystery,0.05
Adventure,Comedy,Romance,81.26
Comedy,Crime,Drama,49.87
Adventure,Drama,Thriller,57.37
Biography,Crime,Drama,
Crime,Drama,Thriller,1.21
Drama,History,Thriller,15.7
Action,Adventure,Sci-Fi,116.59
Action,Comedy,,
Horror,,,25.59
Action,Crime,Mystery,25.12
Comedy,Romance,,0.01
Comedy,,,34.02
Action,Drama,Thriller,0.54
Action,Adventure,Sci-Fi,337.1
Drama,Mystery,Thriller,1.74
Comedy,Drama,Romance,14.01
Action,Fantasy,Horror,31.17
Drama,Romance,,69.95
Biography,Drama,,138.8
Biography,Drama,,0.15
Action,Adventure,Sci-Fi,80.17
Animation,Adventure,Comedy,414.98
Drama,Mystery,Thriller,24.1
Action,Horror,Sci-Fi,42.35
Drama,Romance,,1.4
Biography,Drama,,1.36
Action,Adventure,Drama,23.22
Adventure,Drama,Fantasy,124.98
Drama,Family,,
Comedy,Drama,Romance,0.2
Drama,Romance,Sci-Fi,0.33
Action,Adventure,Thriller,134.52
Comedy,Romance,,
Crime,Drama,Horror,1.29
Comedy,Fantasy,,218.63
Action,Comedy,Crime,90.36
Adventure,Drama,Romance,49.55
Action,Crime,Drama,23.23
Crime,Horror,Thriller,
Romance,Sci-Fi,Thriller,62.45
Comedy,Drama,Romance,1.02
Crime,Drama,,47.11
Crime,Drama,Mystery,5.73
Action,Adventure,Sci-Fi,402.08
Animation,Fantasy,,0.92
Animation,Adventure,Comedy,50.15
Drama,Mystery,War,6.86
Comedy,Romance,,36.77
Animation,Comedy,Family,197.99
Comedy,,,32.36
Horror,Mystery,Thriller,52.53
Action,Adventure,Drama,101.16
Comedy,,,150.06
Drama,,,0.33
Adventure,Biography,Drama,37.88
Comedy,,,162
Horror,Thriller,,20.75
Action,Drama,Family,176.59
Comedy,Fantasy,Horror,79.71
Comedy,Romance,,55.8
Drama,Mystery,Romance,39.83
Action,Adventure,Comedy,77.21
Thriller,,,0.32
Comedy,,,44.67
Adventure,Comedy,Sci-Fi,37.37
Comedy,Drama,Fantasy,
Mystery,Thriller,,217.54
Comedy,Drama,,0.69
Adventure,Drama,Family,73.82
Horror,Thriller,,0.02
Action,Drama,Romance,39.38
Drama,Romance,,0.56
Action,Adventure,Fantasy,102.18
Comedy,,,63.03
Action,Biography,Drama,4.71
Drama,Mystery,Romance,20.17
Adventure,Drama,Western,171.03
Drama,Music,Romance,3.59
Comedy,Romance,Western,42.62
Thriller,,,
Comedy,Drama,Romance,3.65
Horror,Thriller,,34.9
Adventure,Family,Fantasy,68.56
Crime,Drama,Mystery,39
Horror,Mystery,,27.69
Comedy,Crime,Drama,7.76
Action,Comedy,Romance,54.76
Biography,Drama,History,
Adventure,Drama,,0.06
Drama,Thriller,,
Drama,,,
Action,Adventure,Fantasy,21.27
Action,Biography,Drama,93.57
Drama,Music,,31.66
Comedy,Drama,,31.24
Drama,Thriller,War,18.7
Action,Mystery,Thriller,101.11
Horror,Sci-Fi,Thriller,64.42
Comedy,Drama,Romance,10.57
Action,Sci-Fi,,61.66
Action,Adventure,Fantasy,317.01
Drama,Mystery,Romance,31.99
Drama,,,0.34
Action,Adventure,Thriller,168.37
Action,Crime,Thriller,
Animation,Action,Adventure,217.39
Drama,Fantasy,Mystery,42.27
Drama,Sci-Fi,,10.14
Animation,Adventure,Comedy,191.45
Horror,Thriller,,0.78
Action,Thriller,,
Comedy,,,
Biography,Drama,,3.86
Action,Mystery,Thriller,61.09
Action,Mystery,Sci-Fi,12.28
Crime,Drama,Thriller,28.48
Comedy,Romance,,
Comedy,Drama,Romance,0.04
Biography,Drama,Thriller,107.1
Drama,,,
Action,Adventure,Family,3.77
Animation,Comedy,Family,169.69
Action,Crime,Drama,227.95
Comedy,,,87.03
Comedy,Crime,Thriller,36.92
Comedy,Romance,,31.45
Animation,Comedy,Drama,0.29
Action,Crime,Thriller,18.6
Comedy,Romance,,70.63
Adventure,Biography,Drama,5.48
Animation,Adventure,Comedy,368.05
Crime,Drama,Mystery,25.98
Action,Comedy,Sci-Fi,26
Comedy,Fantasy,Horror,
Comedy,Crime,,14.99
Animation,Action,Adventure,82.16
Action,Drama,Thriller,50.55
Fantasy,Horror,,71.98
Crime,Drama,Thriller,33.63
Action,Adventure,Fantasy,90.76
Comedy,Drama,Romance,6.85
Biography,Drama,Romance,3.9
Action,Drama,History,
Action,Adventure,Comedy,0.05
Horror,Thriller,,71.59
Horror,Mystery,Thriller,41.57
Comedy,Romance,,16.68
Animation,Adventure,Comedy,21
Crime,Drama,Mystery,88.5
Crime,Drama,Mystery,
Adventure,Biography,Drama,18.33
Horror,Mystery,Thriller,84.26
Horror,Thriller,,
Drama,Romance,War,
Adventure,Fantasy,Mystery,7.69
Action,Adventure,Sci-Fi,150.17
Biography,Drama,,0.3
Drama,Thriller,,
Horror,Thriller,,
Drama,Horror,Thriller,6.88
Action,Adventure,Fantasy,
Action,Horror,Thriller,25.03
Comedy,,,14.17
Drama,Sport,,70.27
Comedy,Family,,49
Drama,Romance,,11.23
Action,Adventure,Comedy,70.22
Comedy,,,59.62
Mystery,Romance,Thriller,5.98
Crime,Drama,,0.13
Action,Comedy,,100.02
Crime,Drama,Mystery,
Biography,Drama,Romance,
Comedy,Crime,,54.41
Drama,Thriller,,1.98
Drama,,,3.03
Animation,Adventure,Comedy,104.37
Action,Thriller,,81.56
Drama,Thriller,,93.75
Animation,Adventure,Comedy,177.34
Crime,Drama,Mystery,0.09
Thriller,,,
Biography,Drama,Sport,95
Crime,Drama,Thriller,81.16
Drama,Music,,16.17
Crime,Drama,Thriller,11.33
Drama,Romance,,23.21
Animation,Action,Adventure,215.4
Comedy,Drama,,54.01
Action,Adventure,Drama,125.32
Biography,Crime,Drama,36.58
Horror,,,41.78
Biography,Drama,Mystery,35.71
Drama,Romance,,19.06
Animation,Drama,Romance,
Comedy,Family,,66.95
Drama,,,1.36
Mystery,Thriller,,
Drama,Fantasy,Horror,0.16
Drama,Romance,,3.4
Biography,Drama,History,0.64
Comedy,Family,,52.69
Action,Adventure,Thriller,133.38
Comedy,Drama,,3.36
Action,Adventure,Fantasy,9.35
Action,Thriller,,44.8
Drama,Romance,,13.77
Comedy,Drama,Romance,53.36
Drama,Horror,Sci-Fi,28.64
Comedy,Horror,Romance,66.36
Drama,,,33.4
Action,Adventure,Sci-Fi,122.51
Action,Adventure,Fantasy,83.64
Action,Adventure,Drama,1.91
Biography,Comedy,Drama,83.3
Drama,Mystery,Romance,23.01
Animation,Adventure,Comedy,143.62
Drama,Romance,Sci-Fi,0.03
Drama,,,34.3
Drama,Fantasy,,13.3
Drama,Romance,,60.44
Comedy,Horror,Thriller,25
Comedy,Drama,Romance,34.96
Crime,Drama,,
Comedy,Romance,,67.52
Action,Drama,Family,85.46
Comedy,Drama,Romance,152.64
Action,Thriller,War,42.72
Action,Comedy,Horror,
Biography,Drama,Sport,34.53
Adventure,Comedy,Drama,2.28
Comedy,Romance,,88.92
Comedy,Romance,,58.72
Comedy,Drama,Romance,0.81
Action,Adventure,Crime,34.01
Comedy,Romance,,3.45
Animation,Action,Adventure,177
Action,Crime,Sci-Fi,58.61
Drama,,,
Comedy,Drama,Romance,14.44
Crime,Thriller,,117.14
Comedy,Horror,Sci-Fi,7.77
Drama,Thriller,,75.64
Drama,Fantasy,Horror,0.08
Thriller,,,
