"","userId","movieId","title","year","genres"
"66",1323,351,"Corrina, Corrina",1994,"Comedy|Drama|Romance"
"67",1323,353,"Crow, The",1994,"Action|Crime|Fantasy|Thriller"
"68",1323,355,"Flintstones, The",1994,"Children|Comedy|Fantasy"
"69",1323,356,"Forrest Gump",1994,"Comedy|Drama|Romance|War"
"70",1323,357,"Four Weddings and a Funeral",1994,"Comedy|Romance"
"71",1323,384,"Bad Company",1995,"Action|Crime|Drama"
"72",1323,397,"Fear, The",1995,"Horror"
"73",1323,404,"Brother Minister: The Assassination of Malcolm X",1994,"Documentary"
"74",1323,409,"Above the Rim",1994,"Crime|Drama"
"75",1323,410,"Addams Family Values",1993,"Children|Comedy|Fantasy"
"76",1323,412,"Age of Innocence, The",1993,"Drama"
"77",1323,415,"Another Stakeout",1993,"Comedy|Thriller"
"78",1323,419,"Beverly Hillbillies, The",1993,"Comedy"
"79",1323,420,"Beverly Hills Cop III",1994,"Action|Comedy|Crime|Thriller"
"80",1323,421,"Black Beauty",1994,"Adventure|Children|Drama"
"81",1323,423,"Blown Away",1994,"Action|Thriller"
"82",1323,424,"Blue Chips",1994,"Drama"
"83",1323,425,"Blue Sky",1994,"Drama|Romance"
"84",1323,427,"Boxing Helena",1993,"Drama|Mystery|Romance|Thriller"
"85",1323,428,"Bronx Tale, A",1993,"Drama"
"86",1323,430,"Calendar Girl",1993,"Comedy|Drama"
"87",1323,431,"Carlito's Way",1993,"Crime|Drama"
"88",1323,432,"City Slickers II: The Legend of Curly's Gold",1994,"Adventure|Comedy|Western"
"89",1323,434,"Cliffhanger",1993,"Action|Adventure|Thriller"
"90",1323,436,"Color of Night",1994,"Drama|Thriller"
"91",1323,438,"Cowboy Way, The",1994,"Action|Comedy|Drama"
"92",1323,439,"Dangerous Game",1993,"Drama"
"93",1323,440,"Dave",1993,"Comedy|Romance"
"94",1323,441,"Dazed and Confused",1993,"Comedy"
"95",1323,442,"Demolition Man",1993,"Action|Adventure|Sci-Fi"
"96",1323,448,"Fearless",1993,"Drama"
"97",1323,453,"For Love or Money",1993,"Comedy|Romance"
"98",1323,454,"Firm, The",1993,"Drama|Thriller"
"99",1323,455,"Free Willy",1993,"Adventure|Children|Drama"
"100",1323,457,"Fugitive, The",1993,"Thriller"
"101",1323,460,"Getting Even with Dad",1994,"Comedy"
"102",1323,464,"Hard Target",1993,"Action|Adventure|Crime|Thriller"
"103",1323,475,"In the Name of the Father",1993,"Drama"
"104",1323,494,"Executive Decision",1996,"Action|Adventure|Thriller"
"105",1323,508,"Philadelphia",1993,"Drama"
"106",1323,515,"Remains of the Day, The",1993,"Drama|Romance"
"107",1323,527,"Schindler's List",1993,"Drama|War"
"108",1323,529,"Searching for Bobby Fischer",1993,"Drama"
"109",1323,534,"Shadowlands",1993,"Drama|Romance"
"110",1323,541,"Blade Runner",1982,"Action|Sci-Fi|Thriller"
"111",1323,545,"Harem",1985,"Drama"
"112",1323,572,"Foreign Student",1994,"Drama"
"113",1323,585,"Brady Bunch Movie, The",1995,"Comedy"
"114",1323,587,"Ghost",1990,"Comedy|Drama|Fantasy|Romance|Thriller"
"115",1323,588,"Aladdin",1992,"Adventure|Animation|Children|Comedy|Musical"
"116",1323,589,"Terminator 2: Judgment Day",1991,"Action|Sci-Fi"
"117",1323,590,"Dances with Wolves",1990,"Adventure|Drama|Western"
"118",1323,592,"Batman",1989,"Action|Crime|Thriller"
"119",1323,593,"Silence of the Lambs, The",1991,"Crime|Horror|Thriller"
"120",1323,595,"Beauty and the Beast",1991,"Animation|Children|Fantasy|Musical|Romance|IMAX"
"121",1323,602,"Great Day in Harlem, A",1994,"Documentary"
"122",1323,606,"Candyman: Farewell to the Flesh",1995,"Fantasy|Horror"
"123",1323,608,"Fargo",1996,"Comedy|Crime|Drama|Thriller"
"124",1323,619,"Ed",1996,"Comedy"
"125",1323,640,"Diabolique",1996,"Drama|Thriller"
"126",1323,647,"Courage Under Fire",1996,"Action|Crime|Drama|War"
"127",1323,653,"Dragonheart",1996,"Action|Adventure|Fantasy"
"128",1323,667,"Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite)",1996,"Action"
"129",1323,697,"Feeling Minnesota",1996,"Drama|Romance"
"130",1323,703,"Boys",1996,"Drama"
"131",1323,711,"Flipper",1996,"Adventure|Children"
"132",1323,724,"Craft, The",1996,"Drama|Fantasy|Horror|Thriller"
"133",1323,734,"Getting Away With Murder",1996,"Comedy"
"134",1323,748,"Arrival, The",1996,"Action|Sci-Fi|Thriller"
"135",1323,778,"Trainspotting",1996,"Comedy|Crime|Drama"
"136",1323,782,"Fan, The",1996,"Drama|Thriller"
"137",1323,783,"Hunchback of Notre Dame, The",1996,"Animation|Children|Drama|Musical|Romance"
"138",1323,784,"Cable Guy, The",1996,"Comedy|Thriller"
"139",1323,786,"Eraser",1996,"Action|Drama|Thriller"
"140",1323,798,"Daylight",1996,"Action|Adventure|Drama|Thriller"
"141",1323,799,"Frighteners, The",1996,"Comedy|Horror|Thriller"
"142",1323,800,"Lone Star",1996,"Drama|Mystery|Western"
"143",1323,801,"Harriet the Spy",1996,"Children|Comedy"
"144",1323,809,"Fled",1996,"Action|Adventure"
"145",1323,830,"First Wives Club, The",1996,"Comedy"
"146",1323,836,"Chain Reaction",1996,"Action|Adventure|Thriller"
"147",1323,838,"Emma",1996,"Comedy|Drama|Romance"
"148",1323,839,"Crow: City of Angels, The",1996,"Action|Thriller"
"149",1323,849,"Escape from L.A.",1996,"Action|Adventure|Sci-Fi|Thriller"
"150",1323,858,"Godfather, The",1972,"Crime|Drama"
"151",1323,886,"Bulletproof",1996,"Action|Comedy|Crime"
"152",1323,897,"For Whom the Bell Tolls",1943,"Adventure|Drama|Romance|War"
"153",1323,899,"Singin' in the Rain",1952,"Comedy|Musical|Romance"
"154",1323,902,"Breakfast at Tiffany's",1961,"Drama|Romance"
"155",1323,910,"Some Like It Hot",1959,"Comedy|Crime"
"156",1323,912,"Casablanca",1942,"Drama|Romance"
"157",1323,914,"My Fair Lady",1964,"Comedy|Drama|Musical|Romance"
"158",1323,916,"Roman Holiday",1953,"Comedy|Drama|Romance"
"159",1323,919,"Wizard of Oz, The",1939,"Adventure|Children|Fantasy|Musical"
"160",1323,920,"Gone with the Wind",1939,"Drama|Romance|War"
"161",1323,923,"Citizen Kane",1941,"Drama|Mystery"
"162",1323,924,"2001: A Space Odyssey",1968,"Adventure|Drama|Sci-Fi"
"163",1323,933,"To Catch a Thief",1955,"Crime|Mystery|Romance|Thriller"
"164",1323,952,"Around the World in 80 Days",1956,"Adventure|Comedy"
"165",1323,953,"It's a Wonderful Life",1946,"Drama|Fantasy|Romance"
"166",1323,954,"Mr. Smith Goes to Washington",1939,"Drama"
"167",1323,971,"Cat on a Hot Tin Roof",1958,"Drama"
"168",1323,987,"Bliss",1997,"Drama|Romance"
"169",1323,999,"2 Days in the Valley",1996,"Crime|Film-Noir"
"170",1323,1003,"Extreme Measures",1996,"Drama|Thriller"
"171",1323,1004,"Glimmer Man, The",1996,"Action|Thriller"
"172",1323,1006,"Chamber, The",1996,"Drama"
"173",1323,1008,"Davy Crockett, King of the Wild Frontier",1955,"Adventure|Western"
"174",1323,1019,"20,000 Leagues Under the Sea",1954,"Adventure|Drama|Sci-Fi"
"175",1323,1020,"Cool Runnings",1993,"Comedy"
"176",1323,1035,"Sound of Music, The",1965,"Musical|Romance"
"177",1323,1036,"Die Hard",1988,"Action|Crime|Thriller"
"178",1323,1046,"Beautiful Thing",1996,"Drama|Romance"
"179",1323,1049,"Ghost and the Darkness, The",1996,"Action|Adventure"
"180",1323,1057,"Everyone Says I Love You",1996,"Comedy|Musical|Romance"
"181",1323,1060,"Swingers",1996,"Comedy|Drama"
"182",1323,1079,"Fish Called Wanda, A",1988,"Comedy|Crime"
"183",1323,1082,"Candidate, The",1972,"Drama"
"184",1323,1084,"Bonnie and Clyde",1967,"Crime|Drama"
"185",1323,1088,"Dirty Dancing",1987,"Drama|Musical|Romance"
"186",1323,1089,"Reservoir Dogs",1992,"Crime|Mystery|Thriller"
"187",1323,1090,"Platoon",1986,"Drama|War"
"188",1323,1092,"Basic Instinct",1992,"Crime|Mystery|Thriller"
"189",1323,1093,"Doors, The",1991,"Drama"
"190",1323,1095,"Glengarry Glen Ross",1992,"Drama"
"191",1323,1096,"Sophie's Choice",1982,"Drama"
"192",1323,1097,"E.T. the Extra-Terrestrial",1982,"Children|Drama|Sci-Fi"
"193",1323,1100,"Days of Thunder",1990,"Action|Drama|Romance"
"194",1323,1105,"Children of the Corn IV: The Gathering",1996,"Horror"
"195",1323,1111,"Microcosmos (Microcosmos: Le peuple de l'herbe)",1996,"Documentary"
"196",1323,1113,"Associate, The",1996,"Comedy"
"197",1323,1127,"Abyss, The",1989,"Action|Adventure|Sci-Fi|Thriller"
"198",1323,1129,"Escape from New York",1981,"Action|Adventure|Sci-Fi|Thriller"
"199",1323,1142,"Get Over It",1996,"Drama"
"200",1323,1167,"Dear God",1996,"Comedy"
"201",1323,1169,"American Dream",1990,"Documentary"
"202",1323,1170,"Best of the Best 3: No Turning Back",1995,"Action"
"203",1323,1183,"English Patient, The",1996,"Drama|Romance|War"
"204",1323,1185,"My Left Foot",1989,"Drama"
"205",1323,1196,"Star Wars: Episode V - The Empire Strikes Back",1980,"Action|Adventure|Sci-Fi"
"206",1323,1198,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)",1981,"Action|Adventure"
"207",1323,1200,"Aliens",1986,"Action|Adventure|Horror|Sci-Fi"
"208",1323,1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",1966,"Action|Adventure|Western"
"209",1323,1206,"Clockwork Orange, A",1971,"Crime|Drama|Sci-Fi|Thriller"
"210",1323,1208,"Apocalypse Now",1979,"Action|Drama|War"
"211",1323,1209,"Once Upon a Time in the West (C'era una volta il West)",1968,"Action|Drama|Western"
"212",1323,1210,"Star Wars: Episode VI - Return of the Jedi",1983,"Action|Adventure|Sci-Fi"
"213",1323,1213,"Goodfellas",1990,"Crime|Drama"
"214",1323,1214,"Alien",1979,"Horror|Sci-Fi"
"215",1323,1219,"Psycho",1960,"Crime|Horror"
"216",1323,1220,"Blues Brothers, The",1980,"Action|Comedy|Musical"
"217",1323,1221,"Godfather: Part II, The",1974,"Crime|Drama"
"218",1323,1222,"Full Metal Jacket",1987,"Drama|War"
"219",1323,1223,"Grand Day Out with Wallace and Gromit, A",1989,"Adventure|Animation|Children|Comedy|Sci-Fi"
"220",1323,1225,"Amadeus",1984,"Drama"
"221",1323,1230,"Annie Hall",1977,"Comedy|Romance"
"222",1323,1233,"Boot, Das (Boat, The)",1981,"Action|Drama|War"
"223",1323,1240,"Terminator, The",1984,"Action|Sci-Fi|Thriller"
"224",1323,1242,"Glory",1989,"Drama|War"
"225",1323,1245,"Miller's Crossing",1990,"Crime|Drama|Film-Noir|Thriller"
"226",1323,1246,"Dead Poets Society",1989,"Drama"
"227",1323,1247,"Graduate, The",1967,"Comedy|Drama|Romance"
"228",1323,1249,"Femme Nikita, La (Nikita)",1990,"Action|Crime|Romance|Thriller"
"229",1323,1250,"Bridge on the River Kwai, The",1957,"Adventure|Drama|War"
"230",1323,1252,"Chinatown",1974,"Crime|Film-Noir|Mystery|Thriller"
"231",1323,1258,"Shining, The",1980,"Horror"
"232",1323,1259,"Stand by Me",1986,"Adventure|Drama"
"233",1323,1262,"Great Escape, The",1963,"Action|Adventure|Drama|War"
"234",1323,1263,"Deer Hunter, The",1978,"Drama|War"
"235",1323,1265,"Groundhog Day",1993,"Comedy|Fantasy|Romance"
"236",1323,1266,"Unforgiven",1992,"Drama|Western"
"237",1323,1270,"Back to the Future",1985,"Adventure|Comedy|Sci-Fi"
"238",1323,1271,"Fried Green Tomatoes",1991,"Comedy|Crime|Drama"
"239",1323,1272,"Patton",1970,"Drama|War"
"240",1323,1276,"Cool Hand Luke",1967,"Drama"
"241",1323,1277,"Cyrano de Bergerac",1990,"Comedy|Drama|Romance"
"242",1323,1281,"Great Dictator, The",1940,"Comedy|Drama|War"
"243",1323,1287,"Ben-Hur",1959,"Action|Adventure|Drama"
"244",1323,1291,"Indiana Jones and the Last Crusade",1989,"Action|Adventure"
"245",1323,1293,"Gandhi",1982,"Drama"
"246",1323,1296,"Room with a View, A",1986,"Drama|Romance"
"247",1323,1302,"Field of Dreams",1989,"Children|Drama|Fantasy"
"248",1323,1303,"Man Who Would Be King, The",1975,"Adventure|Drama"
"249",1323,1304,"Butch Cassidy and the Sundance Kid",1969,"Action|Western"
"250",1323,1307,"When Harry Met Sally...",1989,"Comedy|Romance"
"251",1323,1316,"Anna",1996,"Drama"
"252",1323,1320,"Alien³ (a.k.a. Alien 3)",1992,"Action|Horror|Sci-Fi|Thriller"
"253",1323,1321,"American Werewolf in London, An",1981,"Comedy|Horror|Thriller"
"254",1323,1329,"Blood for Dracula (Andy Warhol's Dracula)",1974,"Horror"
"255",1323,1333,"Birds, The",1963,"Horror|Thriller"
"256",1323,1339,"Dracula (Bram Stoker's Dracula)",1992,"Fantasy|Horror|Romance|Thriller"
"257",1323,1342,"Candyman",1992,"Horror|Thriller"
"258",1323,1343,"Cape Fear",1991,"Thriller"
"259",1323,1345,"Carrie",1976,"Drama|Fantasy|Horror|Thriller"
"260",1323,1357,"Shine",1996,"Drama|Romance"
"261",1323,1358,"Sling Blade",1996,"Drama"
"262",1323,1370,"Die Hard 2",1990,"Action|Adventure|Thriller"
"263",1323,1372,"Star Trek VI: The Undiscovered Country",1991,"Action|Mystery|Sci-Fi"
"264",1323,1375,"Star Trek III: The Search for Spock",1984,"Action|Adventure|Sci-Fi"
"265",1323,1377,"Batman Returns",1992,"Action|Crime"
"266",1323,1380,"Grease",1978,"Comedy|Musical|Romance"
"267",1323,1381,"Grease 2",1982,"Comedy|Musical|Romance"
"268",1323,1387,"Jaws",1975,"Action|Horror"
"269",1323,1394,"Raising Arizona",1987,"Comedy"
"270",1323,1401,"Ghosts of Mississippi",1996,"Drama"
"271",1323,1405,"Beavis and Butt-Head Do America",1996,"Adventure|Animation|Comedy|Crime"
"272",1323,1410,"Evening Star, The",1996,"Comedy|Drama"
"273",1323,1411,"Hamlet",1996,"Crime|Drama|Romance"
"274",1323,1416,"Evita",1996,"Drama|Musical"
"275",1323,1425,"Fierce Creatures",1997,"Comedy"
"276",1323,1431,"Beverly Hills Ninja",1997,"Action|Comedy"
"277",1323,1438,"Dante's Peak",1997,"Action|Thriller"
"278",1323,1453,"Beautician and the Beast, The",1997,"Comedy|Romance"
"279",1323,1457,"Fools Rush In",1997,"Comedy|Drama|Romance"
"280",1323,1459,"Absolute Power",1997,"Mystery|Thriller"
"281",1323,1466,"Donnie Brasco",1997,"Crime|Drama"
"282",1323,1468,"Booty Call",1997,"Comedy|Romance"
"283",1323,1488,"Devil's Own, The",1997,"Action|Drama|Thriller"
"284",1323,1496,"Anna Karenina",1997,"Drama|Romance"
"285",1323,1497,"Double Team",1997,"Action"
"286",1323,1499,"Anaconda",1997,"Action|Adventure|Thriller"
"287",1323,1500,"Grosse Pointe Blank",1997,"Comedy|Crime|Romance"
"288",1323,1503,"8 Heads in a Duffel Bag",1997,"Comedy"
"289",1323,1517,"Austin Powers: International Man of Mystery",1997,"Action|Adventure|Comedy"
"290",1323,1518,"Breakdown",1997,"Action|Thriller"
"291",1323,1526,"Fathers' Day",1997,"Comedy"
"292",1323,1527,"Fifth Element, The",1997,"Action|Adventure|Comedy|Sci-Fi"
"293",1323,1541,"Addicted to Love",1997,"Comedy|Romance"
"294",1323,1552,"Con Air",1997,"Action|Adventure|Thriller"
"295",1323,1562,"Batman & Robin",1997,"Action|Adventure|Fantasy|Thriller"
"296",1323,1573,"Face/Off",1997,"Action|Crime|Drama|Thriller"
"297",1323,1574,"Fall",1997,"Romance"
"298",1323,1584,"Contact",1997,"Drama|Sci-Fi"
"299",1323,1586,"G.I. Jane",1997,"Action|Drama"
"300",1323,1587,"Conan the Barbarian",1982,"Action|Adventure|Fantasy"
"301",1323,1588,"George of the Jungle",1997,"Children|Comedy"
"302",1323,1589,"Cop Land",1997,"Action|Crime|Drama|Thriller"
"303",1323,1590,"Event Horizon",1997,"Horror|Sci-Fi|Thriller"
"304",1323,1592,"Air Bud",1997,"Children|Comedy"
"305",1323,1595,"Free Willy 3: The Rescue",1997,"Adventure|Children|Drama"
"306",1323,1597,"Conspiracy Theory",1997,"Drama|Mystery|Romance|Thriller"
"307",1323,1598,"Desperate Measures",1998,"Crime|Drama|Thriller"
"308",1323,1608,"Air Force One",1997,"Action|Thriller"
"309",1323,1610,"Hunt for Red October, The",1990,"Action|Adventure|Thriller"
"310",1323,1615,"Edge, The",1997,"Adventure|Drama"
"311",1323,1617,"L.A. Confidential",1997,"Crime|Film-Noir|Mystery|Thriller"
"312",1323,1625,"Game, The",1997,"Drama|Mystery|Thriller"
"313",1323,1626,"Fire Down Below",1997,"Action|Drama|Thriller"
"314",1323,1631,"Assignment, The",1997,"Action|Thriller"
"315",1323,1639,"Chasing Amy",1997,"Comedy|Drama|Romance"
"316",1323,1641,"Full Monty, The",1997,"Comedy|Drama"
"317",1323,1645,"Devil's Advocate, The",1997,"Drama|Mystery|Thriller"
"318",1323,1653,"Gattaca",1997,"Drama|Sci-Fi|Thriller"
"319",1323,1662,"Gang Related",1997,"Crime"
"320",1323,1665,"Bean",1997,"Comedy"
"321",1323,1673,"Boogie Nights",1997,"Drama"
"322",1323,1674,"Witness",1985,"Drama|Romance|Thriller"
"323",1323,1679,"Chairman of the Board",1998,"Comedy"
"324",1323,1688,"Anastasia",1997,"Adventure|Animation|Children|Drama|Musical"
"325",1323,1690,"Alien: Resurrection",1997,"Action|Horror|Sci-Fi"
"326",1323,1693,"Amistad",1997,"Drama|Mystery"
"327",1323,1694,"Apostle, The",1997,"Drama"
"328",1323,1701,"Deconstructing Harry",1997,"Comedy|Drama"
"329",1323,1703,"For Richer or Poorer",1997,"Comedy"
"330",1323,1704,"Good Will Hunting",1997,"Drama|Romance"
"331",1323,1719,"Sweet Hereafter, The",1997,"Drama"
"332",1323,1732,"Big Lebowski, The",1998,"Comedy|Crime"
"333",1323,1735,"Great Expectations",1998,"Drama|Romance"
"334",1323,1748,"Dark City",1998,"Adventure|Film-Noir|Sci-Fi|Thriller"
"335",1323,1749,"Leading Man, The",1996,"Romance"
"336",1323,1752,"Hard Rain",1998,"Action|Crime|Thriller"
"337",1323,1754,"Fallen",1998,"Crime|Drama|Fantasy|Thriller"
"338",1323,1759,"Four Days in September (O Que É Isso, Companheiro?)",1997,"Drama"
"339",1323,1762,"Deep Rising",1998,"Action|Horror|Sci-Fi"
"340",1323,1772,"Blues Brothers 2000",1998,"Action|Comedy|Musical"
"341",1323,1784,"As Good as It Gets",1997,"Comedy|Drama|Romance"
"342",1323,1834,"Spanish Prisoner, The",1997,"Crime|Drama|Mystery|Thriller"
"343",1323,1835,"City of Angels",1998,"Drama|Fantasy|Romance"
"344",1323,1841,"Gingerbread Man, The",1998,"Drama|Thriller"
"345",1323,1869,"Black Dog",1998,"Action|Thriller"
"346",1323,1876,"Deep Impact",1998,"Drama|Sci-Fi|Thriller"
"347",1323,1882,"Godzilla",1998,"Action|Sci-Fi|Thriller"
"348",1323,1883,"Bulworth",1998,"Comedy|Drama|Romance"
"349",1323,1884,"Fear and Loathing in Las Vegas",1998,"Adventure|Comedy|Drama"
"350",1323,1887,"Almost Heroes",1998,"Adventure|Comedy|Western"
"351",1323,1895,"Can't Hardly Wait",1998,"Comedy|Drama|Romance"
"352",1323,1896,"Cousin Bette",1998,"Comedy"
"353",1323,1911,"Dr. Dolittle",1998,"Comedy"
"354",1323,1917,"Armageddon",1998,"Action|Romance|Sci-Fi|Thriller"
"355",1323,1944,"From Here to Eternity",1953,"Drama|Romance|War"
"356",1323,1947,"West Side Story",1961,"Drama|Musical|Romance"
"357",1323,1950,"In the Heat of the Night",1967,"Drama|Mystery"
"358",1323,1953,"French Connection, The",1971,"Action|Crime|Thriller"
"359",1323,1957,"Chariots of Fire",1981,"Drama"
"360",1323,1960,"Last Emperor, The",1987,"Drama"
"361",1323,1961,"Rain Man",1988,"Drama"
"362",1323,1962,"Driving Miss Daisy",1989,"Drama"
"363",1323,1968,"Breakfast Club, The",1985,"Comedy|Drama"
"364",1323,1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A)",1991,"Horror"
"365",1323,1974,"Friday the 13th",1980,"Horror|Mystery|Thriller"
"366",1323,1975,"Friday the 13th Part 2",1981,"Horror"
"367",1323,1976,"Friday the 13th Part 3: 3D",1982,"Horror"
"368",1323,1977,"Friday the 13th Part IV: The Final Chapter",1984,"Horror"
"369",1323,1978,"Friday the 13th Part V: A New Beginning",1985,"Horror"
"370",1323,1979,"Friday the 13th Part VI: Jason Lives",1986,"Horror"
"371",1323,1982,"Halloween",1978,"Horror"
"372",1323,1991,"Child's Play",1988,"Horror|Thriller"
"373",1323,1992,"Child's Play 2",1990,"Horror|Thriller"
"374",1323,1993,"Child's Play 3",1991,"Comedy|Horror|Thriller"
"375",1323,1997,"Exorcist, The",1973,"Horror|Mystery"
"376",1323,1998,"Exorcist II: The Heretic",1977,"Horror"
"377",1323,1999,"Exorcist III, The",1990,"Horror"
"378",1323,2001,"Lethal Weapon 2",1989,"Action|Comedy|Crime|Drama"
"379",1323,2003,"Gremlins",1984,"Comedy|Horror"
"380",1323,2004,"Gremlins 2: The New Batch",1990,"Comedy|Horror"
"381",1323,2011,"Back to the Future Part II",1989,"Adventure|Comedy|Sci-Fi"
"382",1323,2012,"Back to the Future Part III",1990,"Adventure|Comedy|Sci-Fi|Western"
"383",1323,2020,"Dangerous Liaisons",1988,"Drama|Romance"
"384",1323,2021,"Dune",1984,"Adventure|Sci-Fi"
"385",1323,2023,"Godfather: Part III, The",1990,"Crime|Drama|Mystery|Thriller"
"386",1323,2026,"Disturbing Behavior",1998,"Horror|Thriller"
"387",1323,2028,"Saving Private Ryan",1998,"Action|Drama|War"
"388",1323,2036,"Blank Check",1994,"Children|Comedy"
"389",1323,2040,"Computer Wore Tennis Shoes, The",1969,"Children|Comedy"
"390",1323,2067,"Doctor Zhivago",1965,"Drama|Romance|War"
"391",1323,2107,"Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode)",1998,"Horror|Thriller"
"392",1323,2112,"Grand Canyon",1991,"Crime|Drama"
"393",1323,2122,"Children of the Corn",1984,"Horror|Thriller"
"394",1323,2124,"Addams Family, The",1991,"Children|Comedy|Fantasy"
"395",1323,2135,"Doctor Dolittle",1967,"Adventure|Children|Musical"
"396",1323,2150,"Gods Must Be Crazy, The",1980,"Adventure|Comedy"
"397",1323,2151,"Gods Must Be Crazy II, The",1989,"Comedy"
"398",1323,2152,"Air Bud: Golden Receiver",1998,"Children|Comedy"
"399",1323,2153,"Avengers, The",1998,"Action|Adventure"
"400",1323,2167,"Blade",1998,"Action|Horror|Thriller"
"401",1323,2168,"Dance with Me",1998,"Drama|Romance"
"402",1323,2169,"Dead Man on Campus",1998,"Comedy"
"403",1323,2174,"Beetlejuice",1988,"Comedy|Fantasy"
